Precinct_Name,Split_Name,precinct_splitId,Reg_voters,Ballots,Reporting,Contest_id,Contest_title,Contest_party,Choice_id,Candidate_name,Choice_party,Candidate_Type,Absentee_votes,Early_votes,Election_Votes
02-01,,10,4215,2345,1,67,HAWAI'I: Expanding Scope of the County of Hawai’i General Plan,,166,YES,,C,783,258,527
02-01,,10,4215,2345,1,67,HAWAI'I: Expanding Scope of the County of Hawai’i General Plan,,167,NO,,C,277,81,130
02-02,,11,2048,928,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,8,11,21
02-02,,11,2048,928,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,21,8,20
02-02,,11,2048,928,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,67,36,89
02-02,,11,2048,928,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,266,103,242
02-02,,11,2048,928,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,7,0,10
02-02,,11,2048,928,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,0,1,2
02-02,,11,2048,928,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,6,10,25
02-02,,11,2048,928,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,301,113,262
02-02,,11,2048,928,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,3,4,14
02-02,,11,2048,928,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,51,25,64
02-02,,11,2048,928,1,5,"U.S. Representative, Dist II",,25,"(D) GABBARD, Tulsi",,C,294,131,285
02-02,,11,2048,928,1,5,"U.S. Representative, Dist II",,26,"(R) KAAIHUE, Angela Aulani",,C,58,19,76
02-02,,11,2048,928,1,6,"State Senator, Dist 1 Vacancy",,27,"(D) KAHELE, Kaiali'i",,C,309,128,299
02-02,,11,2048,928,1,6,"State Senator, Dist 1 Vacancy",,28,"(L) ARIANOFF, Kimberly",,C,46,23,71
02-02,,11,2048,928,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,152,73,174
02-02,,11,2048,928,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,147,60,149
02-02,,11,2048,928,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,129,67,166
02-02,,11,2048,928,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,161,58,139
02-02,,11,2048,928,1,47,"Councilmember, Dist 3, County of Hawaii",,115,"KELII, Moana M.H.",,C,159,69,135
02-02,,11,2048,928,1,47,"Councilmember, Dist 3, County of Hawaii",,116,"LEE LOY, Susan (Sue)",,C,188,77,224
02-02,,11,2048,928,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,167,80,216
02-02,,11,2048,928,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,152,65,140
02-02,,11,2048,928,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,107,62,130
02-02,,11,2048,928,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,209,81,210
02-02,,11,2048,928,1,67,HAWAI'I: Expanding Scope of the County of Hawai’i General Plan,,166,YES,,C,264,109,280
02-02,,11,2048,928,1,67,HAWAI'I: Expanding Scope of the County of Hawai’i General Plan,,167,NO,,C,61,33,65
02-03,,12,1577,855,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,10,3,24
02-03,,12,1577,855,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,5,5,12
02-03,,12,1577,855,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,47,19,97
02-03,,12,1577,855,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,194,79,329
02-03,,12,1577,855,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,4,1,9
02-03,,12,1577,855,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,0,0,1
02-03,,12,1577,855,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,3,6,25
02-03,,12,1577,855,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,224,81,377
02-03,,12,1577,855,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,5,2,6
02-03,,12,1577,855,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,26,16,54
02-03,,12,1577,855,1,5,"U.S. Representative, Dist II",,25,"(D) GABBARD, Tulsi",,C,221,74,379
02-03,,12,1577,855,1,5,"U.S. Representative, Dist II",,26,"(R) KAAIHUE, Angela Aulani",,C,37,23,82
02-03,,12,1577,855,1,6,"State Senator, Dist 1 Vacancy",,27,"(D) KAHELE, Kaiali'i",,C,231,91,429
02-03,,12,1577,855,1,6,"State Senator, Dist 1 Vacancy",,28,"(L) ARIANOFF, Kimberly",,C,24,9,42
02-03,,12,1577,855,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,110,41,173
02-03,,12,1577,855,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,128,52,279
02-03,,12,1577,855,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,83,39,199
02-03,,12,1577,855,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,140,42,232
02-03,,12,1577,855,1,47,"Councilmember, Dist 3, County of Hawaii",,115,"KELII, Moana M.H.",,C,100,42,184
02-03,,12,1577,855,1,47,"Councilmember, Dist 3, County of Hawaii",,116,"LEE LOY, Susan (Sue)",,C,151,60,282
02-03,,12,1577,855,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,122,39,288
02-03,,12,1577,855,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,118,62,170
02-03,,12,1577,855,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,110,36,212
02-03,,12,1577,855,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,133,63,232
02-03,,12,1577,855,1,67,HAWAI'I: Expanding Scope of the County of Hawai’i General Plan,,166,YES,,C,178,79,344
02-03,,12,1577,855,1,67,HAWAI'I: Expanding Scope of the County of Hawai’i General Plan,,167,NO,,C,63,21,109
02-04,,13,5477,3382,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,35,10,38
02-04,,13,5477,3382,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,67,20,53
02-04,,13,5477,3382,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,354,127,263
02-04,,13,5477,3382,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,1275,322,675
02-04,,13,5477,3382,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,22,1,20
02-04,,13,5477,3382,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,2,1,0
02-04,,13,5477,3382,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,9,7,28
02-04,,13,5477,3382,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,1500,364,813
02-04,,13,5477,3382,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,17,2,18
02-04,,13,5477,3382,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,207,95,151
02-04,,13,5477,3382,1,5,"U.S. Representative, Dist II",,25,"(D) GABBARD, Tulsi",,C,1478,364,861
02-04,,13,5477,3382,1,5,"U.S. Representative, Dist II",,26,"(R) KAAIHUE, Angela Aulani",,C,188,86,146
02-04,,13,5477,3382,1,6,"State Senator, Dist 1 Vacancy",,27,"(D) KAHELE, Kaiali'i",,C,1536,404,887
02-04,,13,5477,3382,1,6,"State Senator, Dist 1 Vacancy",,28,"(L) ARIANOFF, Kimberly",,C,166,61,108
02-04,,13,5477,3382,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,747,228,454
02-04,,13,5477,3382,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,612,182,460
02-04,,13,5477,3382,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,498,186,460
02-04,,13,5477,3382,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,717,180,370
02-04,,13,5477,3382,1,47,"Councilmember, Dist 3, County of Hawaii",,115,"KELII, Moana M.H.",,C,683,201,409
02-04,,13,5477,3382,1,47,"Councilmember, Dist 3, County of Hawaii",,116,"LEE LOY, Susan (Sue)",,C,975,262,591
02-04,,13,5477,3382,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,681,212,553
02-04,,13,5477,3382,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,845,218,394
02-04,,13,5477,3382,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,568,152,374
02-04,,13,5477,3382,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,953,272,547
02-04,,13,5477,3382,1,67,HAWAI'I: Expanding Scope of the County of Hawai’i General Plan,,166,YES,,C,1133,328,712
02-04,,13,5477,3382,1,67,HAWAI'I: Expanding Scope of the County of Hawai’i General Plan,,167,NO,,C,389,105,228
02-05,,14,3355,2291,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,20,3,14
02-05,,14,3355,2291,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,33,11,38
02-05,,14,3355,2291,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,212,67,133
02-05,,14,3355,2291,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,963,266,441
02-05,,14,3355,2291,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,15,4,10
02-05,,14,3355,2291,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,0,2,3
02-05,,14,3355,2291,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,11,2,11
02-05,,14,3355,2291,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,1076,296,528
02-05,,14,3355,2291,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,8,5,7
02-05,,14,3355,2291,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,128,48,74
02-05,,14,3355,2291,1,5,"U.S. Representative, Dist II",,25,"(D) GABBARD, Tulsi",,C,1029,312,551
02-05,,14,3355,2291,1,5,"U.S. Representative, Dist II",,26,"(R) KAAIHUE, Angela Aulani",,C,123,26,69
02-05,,14,3355,2291,1,6,"State Senator, Dist 1 Vacancy",,27,"(D) KAHELE, Kaiali'i",,C,1087,307,551
02-05,,14,3355,2291,1,6,"State Senator, Dist 1 Vacancy",,28,"(L) ARIANOFF, Kimberly",,C,93,31,64
02-05,,14,3355,2291,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,603,165,310
02-05,,14,3355,2291,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,336,122,207
02-05,,14,3355,2291,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,333,112,249
02-05,,14,3355,2291,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,507,153,214
02-05,,14,3355,2291,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,444,130,275
02-05,,14,3355,2291,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,641,189,293
02-05,,14,3355,2291,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,343,89,210
02-05,,14,3355,2291,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,740,223,360
02-05,,14,3355,2291,1,67,HAWAI'I: Expanding Scope of the County of Hawai’i General Plan,,166,YES,,C,805,247,440
02-05,,14,3355,2291,1,67,HAWAI'I: Expanding Scope of the County of Hawai’i General Plan,,167,NO,,C,285,76,145
03-01,,15,3961,2546,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,29,4,31
03-01,,15,3961,2546,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,41,12,41
03-01,,15,3961,2546,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,261,82,254
03-01,,15,3961,2546,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,910,229,546
03-01,,15,3961,2546,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,17,2,15
03-01,,15,3961,2546,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,1,2,1
03-01,,15,3961,2546,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,11,8,26
03-01,,15,3961,2546,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,1063,266,672
03-01,,15,3961,2546,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,14,4,13
03-01,,15,3961,2546,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,160,42,147
03-01,,15,3961,2546,1,5,"U.S. Representative, Dist II",,25,"(D) GABBARD, Tulsi",,C,1059,261,712
03-01,,15,3961,2546,1,5,"U.S. Representative, Dist II",,26,"(R) KAAIHUE, Angela Aulani",,C,144,48,149
03-01,,15,3961,2546,1,6,"State Senator, Dist 1 Vacancy",,27,"(D) KAHELE, Kaiali'i",,C,1109,277,758
03-01,,15,3961,2546,1,6,"State Senator, Dist 1 Vacancy",,28,"(L) ARIANOFF, Kimberly",,C,84,33,85
03-01,,15,3961,2546,1,16,"State Representative, Dist 3",,49,"(D) ONISHI, Richard H.K.",,C,1081,247,698
03-01,,15,3961,2546,1,16,"State Representative, Dist 3",,50,"(G) PISCIOTTA, Kealoha",,C,76,30,77
03-01,,15,3961,2546,1,16,"State Representative, Dist 3",,51,"(L) ARIANOFF, Gregory",,C,66,24,64
03-01,,15,3961,2546,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,531,138,410
03-01,,15,3961,2546,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,403,126,352
03-01,,15,3961,2546,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,372,102,364
03-01,,15,3961,2546,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,484,140,316
03-01,,15,3961,2546,1,47,"Councilmember, Dist 3, County of Hawaii",,115,"KELII, Moana M.H.",,C,472,114,327
03-01,,15,3961,2546,1,47,"Councilmember, Dist 3, County of Hawaii",,116,"LEE LOY, Susan (Sue)",,C,714,194,521
03-01,,15,3961,2546,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,471,129,441
03-01,,15,3961,2546,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,643,167,376
03-01,,15,3961,2546,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,383,91,334
03-01,,15,3961,2546,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,712,202,467
03-01,,15,3961,2546,1,67,HAWAI'I: Expanding Scope of the County of Hawai’i General Plan,,166,YES,,C,842,225,581
03-01,,15,3961,2546,1,67,HAWAI'I: Expanding Scope of the County of Hawai’i General Plan,,167,NO,,C,275,73,239
03-02,,16,522,296,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,13,0,1
03-02,,16,522,296,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,7,2,1
03-02,,16,522,296,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,28,6,28
03-02,,16,522,296,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,103,18,81
03-02,,16,522,296,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,0,0,2
03-02,,16,522,296,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,0,0,1
03-02,,16,522,296,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,4,0,4
03-02,,16,522,296,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,120,25,87
03-02,,16,522,296,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,2,0,0
03-02,,16,522,296,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,22,2,18
03-02,,16,522,296,1,5,"U.S. Representative, Dist II",,25,"(D) GABBARD, Tulsi",,C,126,26,91
03-02,,16,522,296,1,5,"U.S. Representative, Dist II",,26,"(R) KAAIHUE, Angela Aulani",,C,17,2,16
03-02,,16,522,296,1,7,"State Senator, Dist 2 ",,29,"(D) RUDERMAN, Russell E.",,C,109,23,92
03-02,,16,522,296,1,7,"State Senator, Dist 2 ",,30,"(L) FOGEL, Frederick F.",,C,24,4,13
03-02,,16,522,296,1,16,"State Representative, Dist 3",,49,"(D) ONISHI, Richard H.K.",,C,121,22,92
03-02,,16,522,296,1,16,"State Representative, Dist 3",,50,"(G) PISCIOTTA, Kealoha",,C,16,2,7
03-02,,16,522,296,1,16,"State Representative, Dist 3",,51,"(L) ARIANOFF, Gregory",,C,6,4,11
03-02,,16,522,296,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,72,18,49
03-02,,16,522,296,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,53,7,48
03-02,,16,522,296,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,58,9,43
03-02,,16,522,296,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,49,11,54
03-02,,16,522,296,1,47,"Councilmember, Dist 3, County of Hawaii",,115,"KELII, Moana M.H.",,C,66,11,37
03-02,,16,522,296,1,47,"Councilmember, Dist 3, County of Hawaii",,116,"LEE LOY, Susan (Sue)",,C,71,19,70
03-02,,16,522,296,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,70,14,57
03-02,,16,522,296,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,69,13,46
03-02,,16,522,296,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,52,12,47
03-02,,16,522,296,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,82,14,53
03-02,,16,522,296,1,67,HAWAI'I: Expanding Scope of the County of Hawai’i General Plan,,166,YES,,C,100,18,79
03-02,,16,522,296,1,67,HAWAI'I: Expanding Scope of the County of Hawai’i General Plan,,167,NO,,C,33,8,22
03-03,,17,201,92,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,2,0,0
03-03,,17,201,92,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,6,0,0
03-03,,17,201,92,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,37,0,0
03-03,,17,201,92,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,38,3,0
03-03,,17,201,92,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,3,0,0
03-03,,17,201,92,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,0,0,0
03-03,,17,201,92,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,3,0,0
03-03,,17,201,92,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,57,2,0
03-03,,17,201,92,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,0,0,0
03-03,,17,201,92,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,24,0,0
03-03,,17,201,92,1,5,"U.S. Representative, Dist II",,25,"(D) GABBARD, Tulsi",,C,68,1,0
03-03,,17,201,92,1,5,"U.S. Representative, Dist II",,26,"(R) KAAIHUE, Angela Aulani",,C,17,1,0
03-03,,17,201,92,1,7,"State Senator, Dist 2 ",,29,"(D) RUDERMAN, Russell E.",,C,64,2,0
03-03,,17,201,92,1,7,"State Senator, Dist 2 ",,30,"(L) FOGEL, Frederick F.",,C,20,1,0
03-03,,17,201,92,1,16,"State Representative, Dist 3",,49,"(D) ONISHI, Richard H.K.",,C,61,2,0
03-03,,17,201,92,1,16,"State Representative, Dist 3",,50,"(G) PISCIOTTA, Kealoha",,C,8,0,0
03-03,,17,201,92,1,16,"State Representative, Dist 3",,51,"(L) ARIANOFF, Gregory",,C,12,0,0
03-03,,17,201,92,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,32,0,0
03-03,,17,201,92,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,34,2,0
03-03,,17,201,92,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,26,0,0
03-03,,17,201,92,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,36,3,0
03-03,,17,201,92,1,48,"Councilmember, Dist 4, County of Hawaii",,117,"GREENE, Madie",,C,38,3,0
03-03,,17,201,92,1,48,"Councilmember, Dist 4, County of Hawaii",,118,"OHARA, Eileen",,C,42,0,0
03-03,,17,201,92,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,49,1,0
03-03,,17,201,92,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,33,2,0
03-03,,17,201,92,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,46,0,0
03-03,,17,201,92,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,31,3,0
03-03,,17,201,92,1,67,HAWAI'I: Expanding Scope of the County of Hawai’i General Plan,,166,YES,,C,46,3,0
03-03,,17,201,92,1,67,HAWAI'I: Expanding Scope of the County of Hawai’i General Plan,,167,NO,,C,34,0,0
03-04,,18,5237,2861,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,61,18,70
03-04,,18,5237,2861,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,60,21,46
03-04,,18,5237,2861,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,273,114,307
03-04,,18,5237,2861,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,747,329,741
03-04,,18,5237,2861,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,18,2,19
03-04,,18,5237,2861,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,5,0,6
03-04,,18,5237,2861,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,23,14,40
03-04,,18,5237,2861,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,866,368,835
03-04,,18,5237,2861,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,22,15,30
03-04,,18,5237,2861,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,218,79,208
03-04,,18,5237,2861,1,5,"U.S. Representative, Dist II",,25,"(D) GABBARD, Tulsi",,C,940,394,935
03-04,,18,5237,2861,1,5,"U.S. Representative, Dist II",,26,"(R) KAAIHUE, Angela Aulani",,C,182,82,197
03-04,,18,5237,2861,1,7,"State Senator, Dist 2 ",,29,"(D) RUDERMAN, Russell E.",,C,883,379,882
03-04,,18,5237,2861,1,7,"State Senator, Dist 2 ",,30,"(L) FOGEL, Frederick F.",,C,199,85,215
03-04,,18,5237,2861,1,16,"State Representative, Dist 3",,49,"(D) ONISHI, Richard H.K.",,C,767,315,712
03-04,,18,5237,2861,1,16,"State Representative, Dist 3",,50,"(G) PISCIOTTA, Kealoha",,C,187,86,226
03-04,,18,5237,2861,1,16,"State Representative, Dist 3",,51,"(L) ARIANOFF, Gregory",,C,123,51,125
03-04,,18,5237,2861,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,432,209,496
03-04,,18,5237,2861,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,472,188,475
03-04,,18,5237,2861,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,413,177,477
03-04,,18,5237,2861,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,435,184,401
03-04,,18,5237,2861,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,466,208,585
03-04,,18,5237,2861,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,577,231,484
03-04,,18,5237,2861,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,402,156,463
03-04,,18,5237,2861,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,629,267,571
03-04,,18,5237,2861,1,67,HAWAI'I: Expanding Scope of the County of Hawai’i General Plan,,166,YES,,C,746,341,841
03-04,,18,5237,2861,1,67,HAWAI'I: Expanding Scope of the County of Hawai’i General Plan,,167,NO,,C,304,102,258
03-05,,19,2869,1538,1,1,President and Vice President,,1,"(G) STEIN, Jill / BARAKA, Ajamu",,C,23,9,54
03-05,,19,2869,1538,1,1,President and Vice President,,2,"(L) JOHNSON, Gary / WELD, Bill",,C,24,5,32
03-05,,19,2869,1538,1,1,President and Vice President,,3,"(R) TRUMP, Donald J. / PENCE, Michael R.",,C,143,61,222
03-05,,19,2869,1538,1,1,President and Vice President,,4,"(D) CLINTON, Hillary / KAINE, Tim",,C,415,117,385
03-05,,19,2869,1538,1,1,President and Vice President,,5,"(C) CASTLE, Darrell L. / BRADLEY, Scott N.",,C,13,1,15
03-05,,19,2869,1538,1,2,U.S. Senator,,6,"(A) GIUFFRE, John M. (Raghu)",,C,3,0,9
03-05,,19,2869,1538,1,2,U.S. Senator,,7,"(C) ALLISON, Joy J.",,C,17,7,31
03-05,,19,2869,1538,1,2,U.S. Senator,,8,"(D) SCHATZ, Brian",,C,471,136,464
03-05,,19,2869,1538,1,2,U.S. Senator,,9,"(L) KOKOSKI, Michael A.",,C,14,5,22
03-05,,19,2869,1538,1,2,U.S. Senator,,10,"(R) CARROLL, John",,C,100,36,152
03-05,,19,2869,1538,1,5,"U.S. Representative, Dist II",,25,"(D) GABBARD, Tulsi",,C,491,143,524
03-05,,19,2869,1538,1,5,"U.S. Representative, Dist II",,26,"(R) KAAIHUE, Angela Aulani",,C,108,42,154
03-05,,19,2869,1538,1,7,"State Senator, Dist 2 ",,29,"(D) RUDERMAN, Russell E.",,C,481,148,487
03-05,,19,2869,1538,1,7,"State Senator, Dist 2 ",,30,"(L) FOGEL, Frederick F.",,C,102,32,170
03-05,,19,2869,1538,1,16,"State Representative, Dist 3",,49,"(D) ONISHI, Richard H.K.",,C,412,120,391
03-05,,19,2869,1538,1,16,"State Representative, Dist 3",,50,"(G) PISCIOTTA, Kealoha",,C,117,34,160
03-05,,19,2869,1538,1,16,"State Representative, Dist 3",,51,"(L) ARIANOFF, Gregory",,C,52,22,92
03-05,,19,2869,1538,1,45,Hawaii Resident Trustee,,111,"LINDSEY, Robert K. (Bob)",,C,244,69,287
03-05,,19,2869,1538,1,45,Hawaii Resident Trustee,,112,"TRASK, Mililani B.",,C,263,78,305
03-05,,19,2869,1538,1,46,At-Large Trustee,,113,"AKINA, Keli'i",,C,223,67,290
03-05,,19,2869,1538,1,46,At-Large Trustee,,114,"APOLIONA, Haunani",,C,258,69,271
03-05,,19,2869,1538,1,65,CON AMEND: Jury Trials in Civil Cases,,162,NO,,C,307,93,372
03-05,,19,2869,1538,1,65,CON AMEND: Jury Trials in Civil Cases,,163,YES,,C,266,83,282
03-05,,19,2869,1538,1,66,CON AMEND: Disposition of Excess Revenues,,164,NO,,C,238,56,288
03-05,,19,2869,1538,1,66,CON AMEND: Disposition of Excess Revenues,,165,YES,,C,310,113,344
